input_sentiment	prefix	generated_tweet
negative	rubyletters nope nothing	rubyletters nope nothing to do with me.  i'm not a racist.  i'm not a sexist.  i'm not a misogynist.  i'm not a homophobe.
negative	heart break	heart break  I'm not sure if it's the fact that I'm a woman, or the fact that I'm a woman, but I'm getting a little bit sad about the state of the world
negative	get home already miss	get home already miss the bus  get out of the way now  get out of the way now  get out of the way now  get out of the way now  get out of the
negative	nascarnana sweet dream	nascarnana sweet dream  I'm so happy to be back in the UK. I've been in the UK for a few weeks now and I'm really looking forward to it. I've been looking forward to coming
negative	sooooooooo ready get dad	sooooooooo ready get dad to come to the house and get me some of that stuff. i'm so tired of being in the car and not getting to go to the store. i'm so tired of being in the car
positive	matthewgibbs hit artist point gn	matthewgibbs hit artist point gnomes  matthewgibbs hit artist point gnomes  matthewgibbs hit artist point gnomes  matthewgibbs hit artist point gnomes
positive	ahhh go die	ahhh go die.  I'm not sure what to make of the recent rise in the price of bitcoin. The price of bitcoin has risen by over $100,000 in the last 24 hours. This is
negative	love love know realize	love love know realize that you're not going to get a lot of mileage out of this. It's not going to be a game that will make you want to play it again. It's not going to be a
negative	childrensjewell promise really	childrensjewell promise really good quality  I bought this product from a friend and I am very satisfied with the quality and price. I bought this product from a friend and I am very satisfied with the quality and price.
positive	arraaaaa huffie hate like	arraaaaa huffie hate like a bitch  arraaaaa huffie hate like a bitch  arraaaaa huffie hate like a bitch  arraaaaa huffie hate like a bitch
negative	do homework yay	do homework yay!  I have been working on this project for a while and finally got around to it. I have been working on this project for a while and finally got around to it. I have been
positive	erikatica heey r yep	erikatica heey r yep  erikatica heey r yep  erikatica heey r yep  erikatica heey r yep  erikatica he
negative	ddlovato touch	ddlovato touch  This is a simple script to convert a file to a.txt file.  The script will convert the file to.txt and save it as a.txt file.  The
negative	wish tame lame night home	wish tame lame night home  wish tame lame night home  wish tame lame night home  wish tame lame night home  wish tame lame night home  wish tame lame night home
positive	oh lose followers	oh lose followers, i dont know why but i dont think so, i dont think so, i dont think so, i dont think so, i dont think so, i dont think so, i dont think so
negative	sugarfreesheila get use blind	sugarfreesheila get use blind link  sugarfreesheila get use blind link  sugarfreesheila get use blind link  sugarfreesheila get use blind link  s
positive	justinhawkins death metal	justinhawkins death metal band.  The band is known for their heavy, aggressive style, and their ability to create a truly unique sound.  The band is comprised of a diverse group of talented musicians, including
negative	need friends add	"need friends add friends  The first time I saw the movie, I was so excited. I was so excited to see the movie. I was so excited. I was like, ""Oh my god, this"
positive	thjonasbro watch two days ago	thjonasbro watch two days ago  I love this watch. It is very well made and looks great. It is very well made and looks great. It has a very nice dial. It is very well made and looks great
positive	clean pack get move	clean pack get move  clean pack get move  clean pack get move  clean pack get move  clean pack get move  clean pack get move  clean pack get move  clean pack
negative	honey would kill go	honey would kill goo  honey would kill goo  honey would kill goo  honey would kill goo  honey would kill goo  honey would kill go
positive	get hair do go	get hair do go to the beach and do some sunbathe.  I love to go to the beach and sunbathe.  I love to go to the beach and sunbathe.
negative	rowdyqueenie check one	rowdyqueenie check one out!  I'm not sure if this is a joke, but I'm not sure if this is a joke, but I'm not sure if this is a joke, but I'm not
positive	abcdefaly add us	"abcdefaly add us your comments on this story!<|endoftext|>The first time I saw the movie, I was in the theater and I was like, ""Oh my God, this is the best movie ever!"" I was like"
negative	gettin bed today depress	gettin bed today depressingly similar to the first one.  I'm not saying it's the same, but it's close enough.  I'm not saying it's the same, but it's close enough
negative	nairibeiro eu de short	nairibeiro eu de shortenas de la vida esta esta esta esta esta esta esta esta esta esta esta esta esta esta esta esta esta
positive	need fingerless gloves	need fingerless gloves  I have been using this for a few years now and I have never had a problem with it. I have been using it for a few years now and I have never had a problem with
positive	atlanta wait flight	atlanta wait flight attendant: i am a flight attendant and i am a woman. i am a flight attendant and i am a woman. i am a flight attendant and i am a woman. i am a flight attendant
negative	nileyxlove ohh lol	nileyxlove ohh lol i'm so sorry i didn't post this sooner. i'm so sorry. i'm so sorry. i'm so sorry. i'm so sorry. i'm so sorry. i'm so sorry
negative	good morning wake	good morning wake up  good morning  good morning  good morning  good morning  good morning  good morning  good morning  good morning  good morning  good
negative	richardbarley standard definitions come way	richardbarley standard definitions come way down from the top of the list.  I'm not saying that the top of the list is bad, but it's not the best place to start.  I'm not saying that
positive	hate cloudy either want	hate cloudy either want to be able to see the sky or to see the stars.  I have a problem with this. I have a problem with the fact that I can't see the stars. I can see
positive	xbox announcements e make squee	xbox announcements e make squeezy  xbox announcements e make squeezy  xbox announcements e make squeezy  xbox announcements e make squeezy  xbox announcements e make squeezy  x
negative	emmaawatsonn suck leave twitter hug	emmaawatsonn suck leave twitter hug emmaawatsonn suck leave twitter hug emmaawatsonn suck leave twitter hug emmaawatsonn suck leave twitter hug emmaawatsonn suck leave twitter hug emmaawatson
positive	zach go party mr	zach go party mr. james  zach go party mr. james  zach go party mr. james  zach go party mr. james  zach
negative	good morning twitterland	good morning twitterland  I'm not sure if you're aware, but I'm going to be doing a series of tweets on the topic of the #Gamergate controversy. I'm going to be doing a series
negative	p check true	p check true  p check false  p check false  p check false  p check false  p check false  p check false  p check false  p check false
positive	xbaileypaige lol way might	xbaileypaige lol way might be a good idea to add a new one to the list.  I think it's a good idea, but I don't know how to do it.  I think I can do
positive	science soon double	science soon double as a tool for the advancement of knowledge  The world is full of amazing discoveries, and the world is full of amazing people. But there are also amazing people who are just as amazing, and
positive	personal twitter page case anyone	personal twitter page case anyone?  i'm not sure if i'm supposed to be here or not.  i'm not sure if i'm supposed to be here or not.  i'm not sure if
positive	smpfilms comedy less cat hop	smpfilms comedy less cat hop  smpfilms comedy less cat hop  smpfilms comedy less cat hop  smpfilms comedy less cat hop  smpfilms comedy less cat hop
negative	rockofages also bear	"rockofages also bear a resemblance to the name of a song by the same name.  The name of the song is a reference to the fact that the song is a parody of the song ""Rocko's Modern"
positive	still get huge superman collectible	still get huge superman collectible cards  I'm not sure if you've noticed, but I'm a huge Superman fan. I've been collecting and playing the character since I was a kid, and I've been playing with
positive	erisds bad xp run addons	erisds bad xp run addons:  http://www.erisds.com/  http://www.erisds.com/downloads/  http://www.erisds.com/
negative	barrycarlyon	barrycarlyon  Offline  Joined: Jan 2012  Posts: 1,965 OfflineJoined: Jan 2012Posts: 1,965  BarryCarlyon wrote:  I
negative	want ultimate pug	want ultimate puggyness?  The best way to get it is to get a puggy dog.  Puggy dogs are the best breed of pug. They are the most pug
negative	ughhhhhhhh feel good	ughhhhhhhh feel good  I'm gonna cum  I'm gonna cum  I'm gonna cum  I'm gonna cum  I'm gonna cum  I'm gonna cum  I'm
negative	sell stuff make	sell stuff make money  I'm not sure how to explain it. It's like a drug. It's like a drug that you can take and it makes you feel better. It's like a drug that
negative	viveksingh rofl true true wonder	viveksingh rofl true true wonderfull  I am a virgin and I am not going to have sex with anyone. I am a virgin and I am not going to have sex with anyone. I am a virgin and I am
negative	watch romance zero stay awake	watch romance zero stay awake  watch romance zero stay awake  watch romance zero stay awake  watch romance zero stay awake  watch romance zero stay awake  Watching romance zero stay awake  Watching
negative	lose right waitingonsome	lose right waitingonsome  I bought this for my husband and he loves it. It is a great product. I bought the 2 for my son and he loves them.  I'm a little late to the
negative	brooke puglise bum put	brooke puglise bum putter  $99.99  Quantity:  Brooke Puglise Putter  new  condition  condition : new  condition : new  condition :
positive	alyciaolson hi sweetheart glad	alyciaolson hi sweetheart glad to hear you're ok. i was just wondering if you could tell me if you have any plans to go to the beach with your boyfriend? i know you have a lot of friends and i know
negative	riotradio hi thank follow	riotradio hi thank follow me on twitter @riotradio  riotradio hi thank follow me on twitter @riotradio  riotradio hi thank follow me on twitter @riotradio  riotradio hi thank follow me
positive	teddyrised glad could help	teddyrised glad could help you with your problem.  I have a problem with my dog, and I have tried everything from the best of the best to nothing. I have tried everything from the best of the best to
positive	hurrican shoot ya mayn hopin	"hurrican shoot ya mayn hopin on the bus  I'm a big fan of the ""I'm a big fan of the ""I'm a big fan of the ""I'm a big fan of the ""I'm a"
negative	denvermarines awh sad hear guy	denvermarines awh sad hear guy  I'm a Marine and I'm a Marine. I'm a Marine and I'm a Marine. I'm a Marine and I'm a Marine. I'm a Marine and I'm a
negative	nate volk greatly appreciate business	nate volk greatly appreciate business cards. i have a few business cards from the past few years and they are all in good shape. i have been using them for years and have never had a problem with them breaking. I have
positive	awww ovver	awww ovver  awww ovver  awww ovver  awww ovver  awww ovver  awww ovver  awww ovver  awww
positive	lose ipod	lose ipod, lose phone, lose everything.  I'm not sure what to make of this. I've been using it for about a year now and I've never had a problem with it. I
negative	miss ashley bouda grab frost	miss ashley bouda grab frosty  miss ashley bouda grab frosty  miss ashley bouda grab frosty  miss ashley bouda grab frosty  miss ashley b
positive	shaggieshapiro yep time	shaggieshapiro yep time for the first episode of the new season of the show!  The first episode of the new season of the show is here!  The first episode of the new season of the show is
negative	cientifiq funny really scary hun	cientifiq funny really scary hunky dude with a weird fetish  jamesjamesjamesjamesjamesjamesjamesjamesjamesjamesjamesjamesjamesjamesjamesjames
positive	great newscast morning	great newscast morning show  Great newscast morning show  Great newscast morning show  Great newscast morning show  Great newscast morning show  Great newscast morning
positive	wayyy early babysitting til get	wayyy early babysitting til get home. i was in the car with my husband and our two young children when we heard the news. We were all so excited to be a part of the new season, and I am a member
negative	wishesrokks wrong boo	wishesrokks wrong boo  wishesrokks wrong boo  wishesrokks wrong boo  wishesrokks wrong boo  wishesrokks wrong boo  wishes
positive	think publish blog	think publish blog post  I'm not sure what to make of this. I have a very good relationship with my husband, and I have a very good relationship with my children. I have a very good relationship
positive	traceygr hmm last night power	traceygr hmm last night power outage in the area.  the power is out in the area.  the power is out in the area.  the power is out in the area.  the power is
negative	j really sunny day even	j really sunny day even though it was a cold day. i was in the car and the sun was shining and i was just sitting in the car and the sun was shining on my face. i was just sitting in the
positive	jayyy tell ashton come	jayyy tell ashton come on i want to see you in a t-shirt and a hoodie and a hat and a hat and a hat and a hat and a hat and a hat and a hat and a hat and
negative	stephanie well benefit feet like	stephanie well benefit feet like this one.  The first time I saw this, I was so confused. I thought it was a joke. I thought it was a joke because it was so ridiculous. I thought it was
negative	do cheer camp	do cheer camp  do cheer camp  do cheer camp  do cheer camp  do cheer camp  do cheer camp  do cheer camp  do cheer camp  do cheer camp
negative	get ready work	get ready work on your project!  The project is now complete.  If you have any questions, please contact me at:  joseph.m.baker@gmail.com
positive	wait see nick	wait see nicko_kraut is this the first time i've seen a kraut in a while? i'm not sure if i've ever seen a kraut in a while, but i
negative	work page	work page  The work page is a simple, yet powerful tool for managing your work. It is a place to store your work, and to access your work history.  The work page is a
negative	officially hate account go	officially hate account go to hell.  i'm not saying that they should, but i think it's important to know what they think about it.  i think that the reason why they hate it is because
positive	guess go early	"guess go early  I'm not a big fan of the ""I'm not a racist, I'm a white person"" mantra. It's a common refrain in discussions of race, and it's a common"
negative	watch school rock	watch school rocker  Watch school rocker online  Watch school rocker on YouTube  Watch school rocker on Vimeo  Watch school rocker on Vimeo  Watch school rocker
positive	saschascarpulla yeah see	saschascarpulla yeah see, i think that's what i meant. i think that's what i meant.  saschascarpulla i think that's what i meant.  saschascarp
negative	nicoletiu come coy join	"nicoletiu come coy join us for a fun and easy game of tag. We will be using a board game called ""The Game of Life"" to teach the basics of the game. The game is a simple one, but"
positive	spencerbrownku complications car callin	spencerbrownku complications car callin'  spencerbrownku complications car callin'  spencerbrownku complications car callin'  spencerbrownku complications car callin'  spencerbrownku
positive	goodnight everyone iowa city	goodnight everyone iowa city  goodnight everyone iowa city  goodnight everyone iowa city  goodnight everyone iowa city  goodnight everyone iowa city  goodnight everyone iowa city
negative	ugh get take tablets	ugh get take tablets  I have been using this product for about a year now. I have tried it on and off, and I have tried it in both the morning and the night. I have tried it with
negative	teddi hey teddi	teddi hey teddi,  I'm not sure if you're aware of this, but I'm going to be moving to the US. I'm a US citizen and I'm going to be moving to the US
positive	futuremrslorenz pray first day	futuremrslorenz pray first day of the week  futuremrslorenz  futuremrslorenz  futuremrslorenz  futuremrslorenz  futuremrslorenz
positive	nobody understand really	nobody understand really what is going on here.  i have a friend who is a very smart and intelligent man. he is a very good and intelligent man. he is a very good and intelligent man. he
negative	break heart	break heart  I'm not going to go into the details of the case, but I will say that the judge in this case is a very good judge. He's a very good judge. He's
positive	reli want go leeds	reli want go leeds  reli want go leeds  reli want go leeds  reli want go leeds  reli want go leeds  reli want go leeds
negative	every point view another angle	every point view another angle  the other angle  the other angle  the other angle  the other angle  the other angle  the other angle  the other angle  the other angle
positive	morning tweeps marvelous	morning tweeps marvelous  I'm a big fan of the morning-after pill. I've been on it for years and have never had a problem. I have a very large family and I have a lot of
negative	neilhimself worry boycott delta many	neilhimself worry boycott delta many times, but I'm not going to do it.  I'm not going to do it because I'm not going to do it.  I'm not going to do it because I
negative	sometimes wat mind something	sometimes wat mind something  sometimes wat mind something  sometimes wat mind something  sometimes wat mind something  sometimes wat mind something  sometimes wat mind something  sometimes wat mind something  Sometimes you
positive	hardwork day	hardwork day  The hardwork day is a day when you work hard and you get a lot of satisfaction from it. It is a day when you work hard and you get a lot of satisfaction from it
negative	oldworldlimited thank hug	oldworldlimited thank hughes  I'm not sure if this is a good idea, but I'm going to do it. I'm going to do it because I'm tired of being told that I'm not good
positive	rainy day get starve dream	rainy day get starve dream  rainy day get starve dream  rainy day get starve dream  rainy day get starve dream  rainy day get starve dream  rainy day get starve dream
negative	wissmokefan rule next	wissmokefan rule next week.  The New York Jets are in the market for a quarterback.  The team has been linked to the likes of Andrew Luck, Robert Griffin III, and Robert Griffin III, but
positive	clean do lunch	clean do lunch  clean do lunch  clean do lunch  clean do lunch  clean do lunch  clean do lunch  Clean do lunch  Clean do lunch  Clean do lunch
positive	plaster jake cream bum sore	"plaster jake cream bum sore throat  I'm a big fan of the ""I'm a woman, and I'm a woman"" mantra.  .  .  .  .  ."
positive	cold already morning	cold already morning  I'm cold  I'm cold  I'm cold  I'm cold  I'm cold  I'm cold  I'm cold  I'm cold
positive	yorly songstr ss ginette claudette	yorly songstr ss ginette claudette  yorly songstr ss ginette claudette  yorly songstr ss ginette claudette  yorly songstr ss ginette claudette
negative	lol scottrmcgrew life sequence	lol scottrmcgrew life sequence  Anonymous 01/24/15 (Tue) 12:43:42 AM No. 96545 >>96545  I'm not sure what you're trying to say, but
negative	fugueur thank x	fugueur thank xd  I'm not sure if this is a bug or a feature, but I'm having trouble getting the game to load. I'm on a 64bit machine, and I'm getting the
positive	goodmorning goodmorning good	goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning goodmorning good
negative	get kind bore	get kind bore  The first time I saw this, I thought it was a joke.  The first time I saw this, I thought it was a joke.  The first time I saw this
negative	hollseey sound nasty	"hollseey sound nasty, but it's not true.  The ""hollseey"" part of the word is a misnomer. It's a word that's used to describe a person who is not"
positive	bastards argh	bastards argh!  I'm a big fan of the original Fallout series, and I've been playing Fallout 4 for a while now. I've been enjoying the game's story, and I've been enjoying
positive	officialas rofl good maybe	"officialas rofl good maybe i should have just said ""i think"" instead of ""i think""  ""i think"" is a verb, not a noun.  ""i think"" is a verb, not"
positive	jonathanrknight know since saw show	jonathanrknight know since saw show.  jonathanrknight know since saw show.  jonathanrknight know since saw show.  jonathanrknight know since saw show.  jon
negative	ashesforadam uncle movie	ashesforadam uncle movie  This is a movie about a guy who gets a job at a movie theater and he has to play the role of the movie theater manager. He's a very nice guy and he's a
negative	suicidalcatz officially morning thakyou inform	suicidalcatz officially morning thakyou informations  suicidalcatz officially morning thakyou informations  suicidalcatz officially morning thakyou informations  suicidalcatz officially morning thakyou informations
positive	family come round	family come round to me  (16)--The word is used of the people, as the word is used of the people, and the word is used of the people, as the word is used of the
negative	exitmould shit feel like right	exitmould shit feel like right now?  I'm not sure if I'm going to be able to do it, but I'm going to try.  I'm going to try to get out of here.
negative	lol wake flood	lol wake flood victims  I'm a victim of a flood. I'm in a house that is flooded. I'm in a house that is flooded. I'm in a house that is flooded. I'm
positive	big mum sista make wickid	big mum sista make wickidoo  big mum sista make wickidoo  big mum sista make wickidoo  big mum sista make wickidoo  big mum sista
negative	go dinner mamma miss california	go dinner mamma miss california  go dinner mamma miss california  go dinner mamma miss california  go dinner mamma miss california  go dinner mamma
negative	actually think go die	actually think go die in a ditch.  i mean, i know that theres a lot of people who think that, but i think that's just because they're stupid.  i mean, if you
negative	love rain especially inside	love rain especially inside the house  love rain especially inside the house  love rain especially inside the house  love rain especially inside the house  love rain especially inside the house  love rain especially inside
positive	town kathryn kiley minutes first	town kathryn kiley minutes first lady of the United States of America of the United States of America of the United States of America of the United States of America of the United States of America of the United States of America of the United
positive	get school tire know people	get school tire know people  I have a school tire that I need to know how to use. I have a friend who has a school tire that he needs to know how to use. I have a friend who has
positive	look like another	"look like another one of those ""I'm not a fan of this game, but I'm going to play it anyway"" games.  I'm not sure if I'm a fan of the game, but"
negative	magickittensfly oh joseph loooooove	magickittensfly oh joseph loooooove this book. i'm a little confused by the title. I'm not sure what it is, but it's a book about the history of the United States. It's a history of the United
positive	princesserrrka actually rain forever sunny	princesserrrka actually rain forever sunny, but i think i'm going to go with the rain.  i think i'm going to go with the rain.  i think i'm going to go with the rain.
positive	heart katy gill	heart katy gilligan  heart katy gilligan  heart katy gilligan  heart katy gilligan  heart katy gilligan  heart
negative	roommate boyfriend might swine	roommate boyfriend might swine flu  roommate boyfriend might swine flu  roommate boyfriend might swine flu  roommate boyfriend might swine flu  roommate boyfriend might swine
positive	trudy come back iraq	trudy come back iraqi  trudy come back iraqi  trudy come back iraqi  trudy come back iraqi  trudy come back iraq
negative	work mrgans woot	"work mrgans wootz  ""I'm not a racist, I'm just a racist.""  ""I'm not a racist, I'm just a racist.""  ""I'm not a racist,"
negative	aulku know ahaha oh noooo	aulku know ahaha oh noooo  aulku know ahaha oh noooo  aulku know ahaha oh noooo  aulku know ahaha oh noooo  aulku know ahaha oh noooo
positive	take grant completely enchant	take grant completely enchanting.  The story is a bit of a mystery, but the characters are well-developed and the art is stunning. The art is beautiful, and the animation is stunning. The music is
negative	soundb oh come one	soundb oh come one, come all, come all, come all, come one, come all, come all, come all, come one, come all, come all, come one, come all, come all,
negative	maczter make us wait	maczter make us wait for the next release  I'm not sure if this is a bug or a feature, but I'm not sure if this is a bug or a feature, but I'm not sure if this
positive	bore go watch tv	bore go watch tv  bore go watch tv  bore go watch tv  bore go watch tv  bore go watch tv  bore go watch tv  bore go
negative	litttlejoanna yeah lucky never tweet	litttlejoanna yeah lucky never tweet about it, but I'm not sure if you can do that.  litttlejoanna yeah, I can't. I'm not a journalist. I'm a writer. I'm
negative	sit get hair	sit get haircut  sit get haircut  sit get haircut  sit get haircut  sit get haircut  sit get haircut  sit get haircut  sit
negative	kevin syens suck itt	kevin syens suck itt  kevin syens suck itt  kevin syens suck itt  kevin syens suck itt  kevin syens suck itt  kevin
positive	youtube	youtube  The first time I saw this movie I was completely blown away. It is a beautiful film and I can't wait to see it again. The story is very well done and the acting is
negative	th nh	th nh  th nh  th nh  th nh  th nh  th nh  th nh  th nh  th nh
positive	get arrest last night police	get arrest last night police say  A man who was arrested after he was found with a gun and a knife in his home was not the intended target of the investigation, police said.  The man, who is
positive	rain miss	rain missle  The rain missle is a weapon that can be used to shoot a rain of fire from its mouth. It is a very powerful weapon, and can be used to great effect in the
positive	laneellen yeah look like	laneellen yeah look like you have a good one.  laneellen and the other one  laneellen and the other one  laneellen and the other one  laneellen and the other one
positive	note never substitute baby	note never substitute baby powder for baby powder  note never substitute baby oil for baby oil  note never substitute baby milk for baby milk  note never substitute baby protein for baby protein  note never substitute baby
negative	aaronspears soo cute	aaronspears soo cute  I'm not sure if I can say enough good things about this book. I'm a huge fan of the series and I was looking for a book that would be a good introduction to the
positive	really time sleep dream	really time sleep dream  really time sleep dream  really time sleep dream  really time sleep dream  really time sleep dream  really time sleep dream  really time sleep dream  really time
positive	gooooood nightttt babycakes	gooooood nightttt babycakes  I'm not sure what to say about this recipe. I've made it a few times now and it's always the same. I've made it with a few different flavors of cream cheese
positive	jordancabral well happy birthday	jordancabral well happy birthday,  you are a great inspiration to me and I will never forget you.  I will never forget you.  I will never forget you.  I will never forget you
positive	gtwilighter oh sorry	gtwilighter oh sorry i have a new account and i have a new account and i have a new account and i have a new account and i have a new account and i have a new account and i have a new
negative	toptentopten thank	toptentopten thank you for the great guide. i have been using this guide for a while now and it has helped me a lot. I have been using this guide for a few months now and I have been able
negative	see potential free	see potential free agent signee  The Miami Dolphins have been rumored to be interested in free agent wide receiver Mike Wallace for some time now. The team has been rumored to be interested in Wallace for years, but
positive	virtually impossible eat cat keep	"virtually impossible eat cat keepers  I have a cat named ""Cats"" and she is a very good cat. She is a very good cat. She is a very good cat. She is a very good cat"
negative	pgha scientist man	pgha scientist manfred.mueller@gmail.com  The first thing you'll notice about the new Samsung Galaxy S4 is that it's a lot smaller than the original. The new model is the same
positive	seankeithsmith omg hate hate hahaha	seankeithsmith omg hate hate hahaha  seankeithsmith i love you  seankeithsmith i love you  seankeithsmith i love you  seankeithsmith i love you  seanke
positive	grand house	grand house  grand house  grand house  grand house  grand house  grand house  grand house  grand house  grand house  grand house  grand house
negative	make smile amaze people	make smile amaze people  make people smile  make people smile  make people smile  make people smile  make people smile  make people smile  make people smile  make people smile
positive	dang take rearrange	dang take rearrange the deck  dang take rearrange the deck  dang take rearrange the deck  dang take rearrange the deck  dang take rearrange the deck
positive	want dolphin buy one	want dolphin buy one?  Dolphin is a free, open-source, cross-platform, cross-platform game engine. It is a powerful, powerful engine, capable of creating amazing games.  D
negative	jimmycarr big oaf play	jimmycarr big oaf playboy  I'm a big fan of big oaf. He's a great guy and I'm glad he's here. I'm glad he's here because I'm glad that he's here
negative	alyssa spring go post response	alyssa spring go post response  I'm sorry, I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm sorry. I'm
negative	tickedypoph nawh tonight	tickedypoph nawh tonight.  tickedypoph is a Python script that generates a list of all the words in a text. It is useful for generating lists of words in a text, or for generating lists of
positive	msrai break heart	msrai break hearted  I have been using this product for about a year now and I have never had a problem. I have used it on my dog for about a year now and I have never had a
positive	boys suck	boys suck  I have been using this product for about a year now and I have to say, I have been very impressed with the results. I have used it on a variety of plants and have found
positive	beyonc tour live bercy	beyonc tour live bercy tour live  beyonc tour live bercy tour live  beyonc tour live bercy tour live  beyonc tour live bercy tour live  beyonc
negative	matttbadmouth tattoo know	matttbadmouth tattoo know how to use a tattoo needle to remove the skin from the tattoo needle.  The needle is inserted into the skin and the needle is pulled out. The needle is then removed and the tattoo needle
negative	try sleep success	try sleep successfull  try sleep successfull  try sleep successfull  try sleep successfull  try sleep successfull  try sleep successfull  try sleep successfull  try
negative	twist little blury give joey	twist little blury give joey a big dick fuck fuck joey fuck joey fuck joey fuck joey fuck joey fuck joey fuck joey fuck joey fuck joey fuck joey fuck joey fuck joey
negative	mynameistilly aww awesome finally get	mynameistilly aww awesome finally get this out of the way. i'm not going to lie, i'm a little disappointed. i'm not sure what to say about this. i'm not going to say anything about it. i
negative	court sorry	court sorry, but this is a very bad idea. I'm not sure how to proceed. I'm not sure how to proceed.  I'm not sure how to proceed.  I'm not
negative	bro come ask want	"bro come ask want to know if you have any idea what the hell is going on with the ""new"" ""new"" ""new"" ""new"" ""new"" ""new"" ""new"" ""new"" """
positive	leeminho speak read korean computer	leeminho speak read korean computer science  leeminho speak read korean computer science  leeminho speak read korean computer science  leeminho speak read korean computer science  leeminho speak
positive	lmfaoo know get	lmfaoo know get me out of here  I'm not a fan of the way the game is being played. I don't like the way the game is being played. I don't like the way the game
negative	hannah hannah want keep	hannah hannah want keep it simple  hannah hannah want keep it simple  hannah hannah want keep it simple  hannah hannah want keep it simple  hannah hannah want keep
positive	deckent wish could sing	deckent wish could sing,  and the world would sing,  and the world would sing,  and the world would sing,  and the world would sing,  and the world would sing
negative	amazingphil go kiss stranger today	amazingphil go kiss stranger today  amazingphil go kiss stranger today  amazingphil go kiss stranger today  amazingphil go kiss stranger today  amazingphil go kiss stranger today  amazing
positive	kitkat chunkyyy mm warm	kitkat chunkyyy mm warmup  i love this shirt!  i love this shirt!  i love this shirt!  i love this shirt!  i love this shirt!  i love
negative	look forward imaginecup	look forward imaginecup  I'm not sure if you've heard, but I'm going to be doing a series of posts on the upcoming season of the show. I'm going to be doing a series of posts
positive	stupid quest work first great	stupid quest work first great quest work first great quest work first great quest work first great quest work first great quest work first great quest work first great quest work first great quest work first great quest work first great quest work first great
positive	fallon mcclelland may th pound	fallon mcclelland may th pound the ball into the net.  fallon mcclelland may th pound the ball into the net.  fallon mcclelland may th pound the ball into the
negative	tomnijmeijer colorful nice	tomnijmeijer colorful nice  tomnijmeijer colorful nice  tomnijmeijer colorful nice  tomnijmeijer colorful nice  tomnijmeijer colorful nice
positive	fav atari game	fav atari game  fav atari game  fav atari game  fav atari game  fav atari game  fav atari game  fav at
positive	god sooo awesome give chance	god sooo awesome give chance to win a free tshirt and a free gift from me!  good luck to you and your family  i hope you enjoy your new gift  i hope you enjoy your new gift
positive	mila haha yeah	mila haha yeah i was thinking of doing that too. i think it would be great to have a way to make a simple and delicious vegan chocolate cake. I have been wanting to try vegan chocolate for a while now
negative	wake fold laundry bore	wake fold laundry bore  wake fold laundry bore  wake fold laundry bore  wake fold laundry bore  wake fold laundry bore  wake fold laundry bore  wake fold laundry bore  wake fold
negative	ahhh frame hanley birmingham two	ahhh frame hanley birmingham two-way frame  Frame:  -  -  -  -  -  -  -  -  -  -  -
negative	happy juddday	happy juddday everyone!  I'm so excited to share with you my first post!  I'm a new writer and I'm trying to get my first book out. I'm also a student at
positive	need give eyebr	need give eyebrushes  I'm not sure what to say. I've been looking at these for a while and I've finally decided to give them a try. I've been looking at them for a while
positive	lilpecan wow thank recommend	lilpecan wow thank recommend this product to my friends  I have been using this product for about a year now and I am so happy with it. I have been using it for about a year now and I am so
negative	sooo sad ask	sooo sad ask me anything about this game. i'm not sure if it's a good or bad thing. the game is very simple and the graphics are very bad. the music is terrible and the sound effects are
positive	holy cow x	holy cow xD  I'm not sure what the point of this is, but I'm glad it exists. I've been using it for a while now and I've been using it for a while now
negative	school workout home	school workout home  The school gym is a place where students can get fit, learn, and develop.  The school gym is a place where students can get fit, learn, and develop.
negative	keyannaaa noo miss herrr	keyannaaa noo miss herrrrrrrrrrryyyy  keyannaaa noo miss herrrrrrrrrrrryyyy  keyannaaa noo miss herrrrrrrrrrrryyy
negative	peterpek welcome	peterpek welcome  I'm a programmer from the UK. I'm currently working at a company in London.  I'm currently a student at the University of Cambridge.  I'm currently a student
negative	crazy decisions make today	crazy decisions make today's world seem like a dream.  The world is a mess.  The world is a mess.  The world is a mess.  The world is a mess.
positive	go put read time half	go put read time half a second  go put read time half a second  go put read time half a second  go put read time half a second  go put read time half a second
negative	featureblend anytime ahad	featureblend anytime ahadith  The Hadith of Hadith  The Hadith of Hadith is a collection of narrations of the Prophet Muhammad (sallallahu alayhi wasallam) that
negative	kat could say	kat could say the same thing about the other two.  The first time I saw her, she was in a hospital bed, with a huge scar on her face. She was in a coma for a week
negative	forget wallet home home	forget wallet home home  forget wallet home  forget wallet home  forget wallet home  forget wallet home  forget wallet home  forget wallet home  forget
positive	robotstarfishx happy birthday	robotstarfishx happy birthday!  I'm happy to say that I'm still alive and well. I'm still alive and well, and I'm still alive and well. I'm still alive and well. I'm
positive	kingofthegayz long act	kingofthegayz long act  I'm not sure what to say about this one. I've been looking forward to this for a while now, and I'm glad I did. I've been looking forward to this for
